,brand,category,size,rating,number_of_reviews,love,price,online_only,exclusive,limited_edition
0,Acqua Di Parma,Fragrance,5 x 0.16oz/5mL,4.0,4,3002,66.0,Yes,No,No
1,Acqua Di Parma,Cologne,0.7 oz/ 20 mL,4.5,76,2700,66.0,Yes,No,No
2,Acqua Di Parma,Perfume,5 oz/ 148 mL,4.5,26,2600,180.0,Yes,No,No
3,Acqua Di Parma,Perfume,2.5 oz/ 74 mL,4.5,23,2900,120.0,Yes,No,No
4,Acqua Di Parma,Fragrance,5 x 0.16oz/5mL,3.5,2,943,72.0,Yes,No,No
5,Acqua Di Parma,Perfume,5 oz/ 148 mL,4.5,79,2600,180.0,Yes,No,No
6,Acqua Di Parma,Perfume,3.4 oz/ 101 mL,4.5,79,5000,210.0,Yes,No,No
7,Acqua Di Parma,Cologne,1.7 oz/ 50 mL,5.0,13,719,120.0,Yes,No,No
8,Acqua Di Parma,Perfume,1.7oz/50mL,3.0,5,2100,58.0,Yes,Yes,No
9,Acqua Di Parma,Perfume,2.5 oz / 75 mL,3.5,3,87,120.0,Yes,No,No
10,Acqua Di Parma,Perfume,2.5 oz/ 74 mL,4.5,16,1900,120.0,No,No,No
11,Acqua Di Parma,Perfume,1.7 oz/ 50 mL,4.5,19,2300,142.0,Yes,No,No
12,Acqua Di Parma,Perfume,2.5 oz/ 74 mL,4.5,44,2900,120.0,Yes,No,No
13,Acqua Di Parma,Perfume,3.4 oz/ 100 mL,0.0,0,143,275.0,Yes,No,No
14,Acqua Di Parma,Fragrance,no size,4.0,1,594,80.0,Yes,Yes,Yes
15,Acqua Di Parma,Perfume,2.5 oz/ 75 mL,4.5,6,306,120.0,Yes,No,No
16,Acqua Di Parma,Cologne,1.7 oz/ 50 mL,4.0,20,584,120.0,Yes,No,No
17,Acqua Di Parma,Perfume Gift Sets,no size,5.0,1,211,113.0,Yes,No,Yes
18,Acqua Di Parma,Perfume,1 oz / 30 mL,5.0,1,250,70.0,Yes,No,No
19,Acqua Di Parma,Perfume,1.7 oz/ 50 mL,4.5,5,396,120.0,Yes,No,No
20,Acqua Di Parma,Perfume,1.7 oz/ 50 mL,4.5,34,1900,142.0,Yes,No,No
21,Acqua Di Parma,Cologne,3.4 oz/ 100 mL,4.0,1,116,245.0,Yes,No,No
22,Acqua Di Parma,Cologne,1.7 oz/ 50 mL,0.0,0,259,120.0,Yes,No,No
23,Acqua Di Parma,Perfume,no size,5.0,2,464,275.0,Yes,No,No
24,Acqua Di Parma,Perfume Gift Sets,no size,5.0,1,153,200.0,Yes,No,Yes
25,Acqua Di Parma,Cologne,3.4 oz/ 101 mL,4.0,5,303,245.0,Yes,No,No
26,Acqua Di Parma,Cologne,3.4 oz/ 100 mL,4.0,2,160,245.0,Yes,No,No
27,Acqua Di Parma,Perfume Gift Sets,no size,0.0,0,204,113.0,Yes,No,Yes
28,Acqua Di Parma,Perfume Gift Sets,no size,0.0,0,235,200.0,Yes,No,Yes
29,Acqua Di Parma,Perfume,3.4 oz/ 100 mL,0.0,0,165,275.0,Yes,No,No
30,Acqua Di Parma,Perfume,3.4 oz/ 100 mL,0.0,0,122,275.0,Yes,No,No
31,AERIN,Perfume,1.7 oz/ 50 mL,4.0,91,8000,130.0,Yes,No,No
32,AERIN,Perfume,1.7 oz/ 50 mL,4.5,77,5600,130.0,Yes,No,No
33,AERIN,Perfume,1.7 oz/ 50 mL,5.0,12,1700,235.0,Yes,No,No
34,AERIN,Perfume,1.7 oz/ 50 mL,4.5,63,3800,130.0,Yes,No,No
35,AERIN,Perfume,1.7 oz/ 50 mL,4.5,39,4400,130.0,Yes,No,No
36,AERIN,Perfume,0.27 oz/ 8 mL,5.0,2,697,30.0,Yes,No,No
37,AERIN,Perfume,1.7 oz/ 50 mL,3.5,33,1500,130.0,Yes,No,No
38,AERIN,Perfume,1.7 oz / 50 mL,4.5,48,3900,130.0,Yes,No,No
39,AERIN,Fragrance,0.27 oz/ 8 mL,4.5,33,4700,30.0,Yes,No,No
40,AERIN,Perfume,1.7 oz/ 50 mL,4.0,17,1800,130.0,Yes,No,No
41,AERIN,Perfume,3.4 oz/ 101 mL,4.5,52,4700,180.0,Yes,No,No
42,AERIN,Perfume,1.7oz/50mL,4.5,12,1100,130.0,Yes,No,No
43,AERIN,Perfume,1.7 oz/ 50 mL,4.5,23,2900,130.0,Yes,No,No
44,AERIN,Perfume,1.7 oz/ 50 mL,4.5,9,1400,130.0,Yes,No,No
45,AERIN,Perfume,6.7 oz/ 200 mL,4.0,3,1600,175.0,Yes,No,No
46,AERIN,Perfume,6.7 oz/ 200 mL,4.0,14,1300,175.0,Yes,No,No
47,Armani Beauty,Cologne,3.4 oz/ 100 mL,5.0,691,17200,88.0,No,No,No
48,Armani Beauty,Perfume Gift Sets,no size,0.0,0,527,88.0,No,Yes,Yes
49,Armani Beauty,Perfume,1.7 oz/ 50 mL,4.5,921,30300,78.0,No,No,No
50,Armani Beauty,Perfume,1.7 oz/ 50 mL,4.5,365,24400,97.0,No,No,No
51,Armani Beauty,Cologne,1.7 oz/ 50 mL,5.0,243,6600,72.0,No,No,No
52,Armani Beauty,Cologne,1.35 oz,4.5,27,3300,77.0,No,No,No
53,Armani Beauty,Perfume,1.7 oz/ 50 mL,4.5,1000,10500,97.0,No,No,No
54,Armani Beauty,Perfume,1.7 oz/ 50 mL,4.5,608,13600,72.0,No,No,No
55,Armani Beauty,Cologne,4.2 oz/ 125 mL,0.0,0,84,138.0,No,No,No
56,Armani Beauty,Perfume,1.7 oz/ 50 mL,4.5,46,4700,97.0,No,No,No
57,Armani Beauty,Cologne,6.7 oz/ 198 mL,5.0,12,1700,126.0,No,No,No
58,Armani Beauty,Cologne,2.5 oz/ 75 mL,4.5,36,1900,100.0,No,No,No
59,Armani Beauty,Cologne,2 oz/ 60 mL,5.0,26,1800,95.0,No,No,No
60,Armani Beauty,Perfume Gift Sets,2 x 0.17 oz/ 5 mL,4.0,4,2000,25.0,No,Yes,Yes
61,Armani Beauty,Perfume,3.4 oz/ 100 mL,0.0,0,324,126.0,No,No,No
62,Armani Beauty,Cologne,1.7 oz/ 50 mL,4.5,330,749,72.0,No,No,No
63,Armani Beauty,Perfume,1.0 Fl oz/ 30mL,4.5,13,1200,58.0,No,No,No
64,Armani Beauty,Cologne,3.4 oz/ 100 mL,4.5,357,2000,79.0,No,No,No
65,Armani Beauty,Perfume,1.7 oz/ 50 mL,4.5,28,3300,78.0,No,No,No
66,Armani Beauty,Cologne,2.5 fl oz/ 75mL,4.5,3,234,100.0,No,No,No
67,Armani Beauty,Cologne,2oz/60mL,5.0,5,438,95.0,No,No,No
68,Armani Beauty,Cologne Gift Sets,no size,0.0,0,6,130.0,No,No,Yes
69,Atelier Cologne,Fragrance,8 x 0.13 oz/ 4mL,5.0,1,3600,55.0,No,Yes,Yes
70,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.5,384,18100,140.0,No,No,No
71,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.0,502,19200,140.0,No,No,No
72,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.0,418,16900,140.0,No,No,No
73,Atelier Cologne,Perfume,3.4oz/100mL,4.0,100,4300,140.0,No,No,No
74,Atelier Cologne,Fragrance,7 x 0.7 oz/ 2 mL,5.0,1,880,24.0,No,Yes,No
75,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.0,86,5500,140.0,No,No,No
76,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.5,96,4400,140.0,No,Yes,No
77,Atelier Cologne,Perfume Gift Sets,1 oz/ 30 mL,0.0,0,206,80.0,Yes,Yes,Yes
78,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.5,6,1300,140.0,No,Yes,No
79,Atelier Cologne,Perfume Gift Sets,no size,5.0,3,976,135.0,Yes,Yes,Yes
80,Atelier Cologne,Perfume Gift Sets,no size,4.5,2,758,135.0,Yes,Yes,Yes
81,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.5,40,1300,140.0,No,Yes,No
82,Atelier Cologne,Perfume Gift Sets,no size,4.5,3,1200,78.0,Yes,No,Yes
83,Atelier Cologne,Perfume Gift Sets,1 oz/ 30 mL,0.0,0,344,80.0,Yes,Yes,Yes
84,Atelier Cologne,Perfume Gift Sets,1 oz/ 30 mL,0.0,0,232,80.0,Yes,Yes,Yes
85,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.5,67,2200,140.0,No,No,No
86,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.0,89,2800,140.0,No,Yes,No
87,Atelier Cologne,Perfume Gift Sets,1 oz/ 30 mL,0.0,0,138,80.0,Yes,Yes,Yes
88,Atelier Cologne,Perfume,no size,4.5,3,599,140.0,No,No,No
89,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.0,22,1600,140.0,No,No,No
90,Atelier Cologne,Perfume Gift Sets,no size,0.0,0,25,140.0,Yes,Yes,No
91,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.5,12,1200,140.0,No,No,No
92,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.0,15,1300,275.0,Yes,No,No
93,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.0,69,4900,140.0,No,No,No
94,Atelier Cologne,Perfume Gift Sets,no size,0.0,0,24,80.0,Yes,Yes,No
95,Atelier Cologne,Perfume Gift Sets,no size,5.0,1,475,135.0,Yes,Yes,Yes
96,Atelier Cologne,Perfume,1 oz/ 30 mL,5.0,4,2000,80.0,No,Yes,No
97,Atelier Cologne,Perfume,3.3 oz/ 98 mL,4.5,64,3300,140.0,No,No,No
98,Atelier Cologne,Perfume,3.3 oz/ 100 mL,5.0,1,748,275.0,Yes,No,No
99,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.5,29,915,275.0,No,No,No
100,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.5,11,922,140.0,No,No,No
101,Atelier Cologne,Perfume,3.3 oz/ 100 mL,4.0,7,626,140.0,No,No,No
102,Atelier Cologne,Perfume,1 oz/ 30 mL,4.0,10,1200,150.0,No,No,No
103,Atelier Cologne,Perfume,3.3 oz/ 100 mL,3.5,13,1200,140.0,No,No,No
104,BALENCIAGA,Perfume,1.7 oz/ 50 mL,4.5,360,11100,107.0,No,No,No
105,BALENCIAGA,Perfume,1.7 oz/ 50 mL,4.5,145,7000,117.0,No,No,No
106,BERDOUES,Perfume,3.38 oz/ 100 mL,4.5,29,1900,88.0,No,No,No
107,BERDOUES,Perfume Gift Sets,8 x 0.07oz/ 2 mL,4.5,31,1900,22.0,Yes,Yes,No
108,BERDOUES,Perfume,3.4 oz/ 100 mL,4.5,30,2700,88.0,No,No,No
109,BERDOUES,Perfume,3.4oz/100mL,4.5,10,486,88.0,Yes,No,No
110,BERDOUES,Perfume,3.4 oz/ 100 mL,4.5,22,2600,88.0,No,No,No
111,BERDOUES,Perfume,3.4 oz/ 100 mL,3.0,6,689,88.0,No,No,No
112,BERDOUES,Perfume,0.34 oz/ 10 mL,4.0,3,875,25.0,Yes,Yes,No
113,BERDOUES,Perfume,3.4 oz/ 100 mL,4.5,5,846,88.0,No,No,No
114,BERDOUES,Perfume,3.4 oz/ 100 mL,4.5,3,651,88.0,No,No,No
115,BERDOUES,Perfume,3.4 oz/ 100 mL,4.0,9,1000,88.0,No,No,No
116,BERDOUES,Perfume,3.4 oz/ 100 mL,3.5,5,1100,88.0,No,No,No
117,Bobbi Brown,Perfume,1.7 oz/ 50 mL,4.0,414,11200,79.0,No,No,No
118,BURBERRY,Perfume,1.6 oz/ 50 mL,4.5,99,8200,97.0,No,No,No
119,BURBERRY,Perfume Gift Sets,no size,5.0,3,1000,136.0,Yes,No,Yes
120,BURBERRY,Perfume,1.6 oz/ 50 mL,4.5,268,18700,99.0,No,No,No
121,BURBERRY,Perfume Gift Sets,1 oz/ 30 mL,3.5,7,3400,29.0,No,No,No
122,BURBERRY,Perfume,1.7 oz/ 50 mL,4.5,337,12300,85.0,No,No,No
123,BURBERRY,Perfume,1.6 oz/ 50 mL,4.5,7,1100,80.0,No,No,No
124,BURBERRY,Perfume,1.6 oz/ 47 mL,4.5,143,10400,99.0,No,No,No
125,BURBERRY,Cologne,1.7 oz,5.0,137,2500,66.0,No,No,No
126,BURBERRY,Cologne,3.3 oz/ 100 mL,5.0,9,1600,99.0,No,No,No
127,BURBERRY,Perfume,1.6 oz/ 50 mL,4.5,170,10600,99.0,No,No,No
128,BURBERRY,Perfume,1 oz,4.5,556,14600,60.0,No,No,No
129,BURBERRY,Perfume,1.6 oz/ 50 mL,4.0,159,503,103.0,Yes,No,No
130,BURBERRY,Perfume,1.6 oz/ 50 mL,4.5,38,3300,85.0,No,No,No
131,BURBERRY,Cologne,3.3 oz/ 100 mL,5.0,90,1800,80.0,No,No,No
132,BURBERRY,Perfume,3.3 oz/ 100 mL,4.5,254,4400,102.0,No,No,No
133,BURBERRY,Perfume Gift Sets,no size,0.0,0,606,105.0,No,No,Yes
134,BURBERRY,Cologne,1.6 oz/ 50 mL,5.0,8,867,71.0,No,No,No
135,BURBERRY,Cologne,1.6 oz/ 47 mL,5.0,36,2200,71.0,No,No,No
136,BURBERRY,Cologne,1.7 oz/ 50 mL,5.0,39,1700,66.0,No,No,No
137,BURBERRY,Cologne,3.3 oz/ 100 mL,4.5,98,1700,84.0,No,No,No
138,BURBERRY,Perfume,0.25 oz/ 7.5 mL,5.0,6,0,30.0,Yes,No,No
139,BURBERRY,Cologne,3.3 oz/ 100 mL,4.5,5,457,84.0,No,No,No
140,BVLGARI,Perfume,2.5 oz/ 75 mL,4.5,215,13600,98.0,No,No,No
141,BVLGARI,Perfume,2.2 oz/ 65 mL,4.5,474,17700,86.0,No,No,No
142,BVLGARI,Cologne,2 oz/ 60 mL,5.0,14,1600,86.0,No,No,No
143,BVLGARI,Cologne,3.4 oz/ 101 mL,5.0,31,3300,94.0,No,No,No
144,BVLGARI,Perfume,5 oz,4.5,145,5600,162.0,Yes,No,No
145,BVLGARI,Perfume,2.2 oz/ 65 mL,4.5,181,8500,86.0,No,No,No
146,BVLGARI,Perfume,2.2 oz/ 65 mL,3.5,21,1700,86.0,No,No,No
147,BVLGARI,Cologne,2 oz/ 60 mL,5.0,18,719,72.0,No,No,No
148,BVLGARI,Perfume,2.5 oz/ 75 mL,1.0,1,558,114.0,Yes,No,No
149,BVLGARI,Cologne,3.4 oz/ 100mL,4.5,7,459,113.0,Yes,No,No
150,BVLGARI,Cologne,3.4 oz/ 100 mL,5.0,64,2200,94.0,No,No,No
151,BVLGARI,Perfume Gift Sets,no size,4.0,4,833,71.0,Yes,No,Yes
152,BVLGARI,Cologne,3.4 oz/ 100 mL,0.0,0,50,113.0,Yes,No,No
153,BVLGARI,Cologne,3.4 oz/ 100 mL,5.0,97,1700,94.0,No,No,No
154,BVLGARI,Cologne,2.0 oz,5.0,4,446,72.0,Yes,No,No
155,BVLGARI,Cologne,3.4 oz/ 100 mL,4.5,43,1000,95.0,Yes,No,No
156,BVLGARI,Cologne,3.4 oz/ 100 mL,5.0,5,453,94.0,No,No,No
157,BVLGARI,Perfume,1.7 oz/ 50 mL,4.5,15,1600,95.0,Yes,No,No
158,By Rosie Jane,Perfume,1.7 oz/ 50 mL,4.0,64,2700,65.0,No,No,No
159,By Rosie Jane,Perfume,1.7 oz/ 50 mL,3.0,23,682,65.0,No,No,No
160,By Rosie Jane,Perfume Gift Sets,5 x 0.10 oz/ 3 mL,4.5,24,3900,30.0,No,Yes,No
161,By Rosie Jane,Perfume,0.25 oz/ 7.5 mL,5.0,9,854,25.0,No,No,No
162,By Rosie Jane,Perfume,1.7 oz/ 50 mL,3.0,6,158,65.0,No,No,No
163,By Rosie Jane,Perfume Gift Sets,5 x 2 mL,3.0,1,331,50.0,Yes,No,Yes
164,By Rosie Jane,Perfume,1.7 oz/ 50 mL,4.0,5,721,65.0,No,No,No
165,By Rosie Jane,Perfume,0.25 oz/ 7.5 mL,5.0,1,306,25.0,No,No,No
166,By Rosie Jane,Perfume,1.7 oz/ 50 mL,4.5,19,1600,65.0,No,No,No
167,Calvin Klein,Perfume,1.7 oz/ 50 mL,4.5,570,10600,79.0,No,No,No
168,Calvin Klein,Perfume,3.4 oz/ 100 mL,4.5,186,5900,65.0,No,No,No
169,Calvin Klein,Cologne,3.4 oz/ 100 mL,4.5,116,1500,83.0,No,No,No
170,Calvin Klein,Perfume,1.7 oz/ 50 mL,4.0,285,2700,73.0,Yes,No,No
171,Calvin Klein,Perfume,0.33 oz/ 10 mL,4.5,17,1500,26.0,Yes,No,No
172,Calvin Klein,Cologne,2.5 oz/ 75 mL,4.5,2,453,66.0,Yes,No,No
173,Calvin Klein,Perfume,1.7 oz/ 50 mL,4.5,4,862,77.0,Yes,No,No
174,Carolina Herrera,Perfume,1.7 oz/ 50 mL,4.5,265,24200,96.0,Yes,No,No
175,Carolina Herrera,Perfume,1.7oz/ 50mL,4.5,28,3100,96.0,Yes,No,No
176,Carolina Herrera,Perfume,2.7 oz/ 80 mL,4.0,1,594,124.0,No,No,No
177,Carolina Herrera,Perfume Gift Sets,no size,5.0,1,669,122.0,No,No,Yes
178,Carolina Herrera,Cologne,1.7 oz,5.0,80,2300,72.0,No,No,No
179,Carolina Herrera,Perfume,2 oz,4.0,150,4100,84.0,No,No,No
180,Carolina Herrera,Perfume,2 oz,4.5,127,2900,86.0,No,No,No
181,Carolina Herrera,Cologne,3.4 oz,4.5,48,656,92.0,No,Yes,No
182,Carolina Herrera,Perfume Gift Sets,no size,5.0,1,60,123.0,No,No,Yes
183,Carolina Herrera,Perfume,1.7 oz,4.5,10,1500,86.0,No,No,No
184,CHANEL,Perfume,1.7 oz/ 50 mL,4.5,627,111700,105.0,No,No,No
185,CHANEL,Perfume,1.7 oz,5.0,447,68800,85.0,No,No,No
186,CHANEL,Cologne,1.7 oz,5.0,130,18400,95.0,No,No,No
187,CHANEL,Cologne,1.7 oz,5.0,81,13200,77.0,No,No,No
188,CHANEL,Perfume,1.7oz/50mL,4.5,97,16500,105.0,No,No,No
189,CHANEL,Perfume,3.4 oz,4.5,216,28000,115.0,No,No,No
190,CHANEL,Perfume,1.7 oz/ 50 mL,4.5,115,17900,115.0,No,No,No
191,CHANEL,Perfume,1.7 oz,5.0,80,16700,105.0,No,No,No
192,CHANEL,Perfume Gift Sets,4 x 0.04 oz,3.0,14,7500,80.0,No,Yes,Yes
193,CHANEL,Perfume,3.4 oz/ 100 mL,4.5,38,6000,135.0,No,No,No
194,CHANEL,Perfume,3.4 oz/ 100 mL,4.0,309,24900,135.0,No,No,No
195,CHANEL,Perfume,1.7 oz,4.5,93,17700,105.0,No,No,No
196,CHANEL,Cologne,1.7oz / 50mL ,5.0,23,3000,125.0,No,No,No
197,CHANEL,Perfume,1.7 oz,4.5,62,8800,105.0,No,No,No
198,CHANEL,Perfume,1.7 oz,4.5,69,11000,85.0,No,No,No
199,CHANEL,Perfume Gift Sets,3 x 0.7 oz,4.5,42,8900,110.0,No,No,No
200,CHANEL,Cologne,1.7 oz,5.0,23,3200,77.0,No,No,No
201,CHANEL,Cologne,1.7 oz,5.0,28,3000,75.0,No,No,No
202,CHANEL,Perfume,1.7 oz/ 50 mL,4.0,154,14200,105.0,No,No,No
203,CHANEL,Perfume,1.7 oz,5.0,29,6300,105.0,No,No,No
204,CHANEL,Perfume,1.7 oz,4.5,20,3400,85.0,No,No,No
205,CHANEL,Perfume,1.7 oz,5.0,54,9900,85.0,No,No,No
206,CHANEL,Cologne,1.7 oz,4.5,7,1800,95.0,No,No,No
207,CHANEL,Perfume Gift Sets,3.4 oz/ 100 mL & 6.8 oz/ 200 mL,3.5,3,1500,200.0,Yes,No,Yes
208,CHANEL,Perfume,1.7 oz,5.0,14,2900,85.0,No,No,No
209,CHANEL,Cologne Gift Sets,3 x 0.7 oz,5.0,6,1300,82.0,No,No,No
210,CHANEL,Perfume,1.7 oz,4.5,16,3100,105.0,No,No,No
211,CHANEL,Cologne,1.7 oz,4.5,11,1400,75.0,No,No,No
212,CHANEL,Perfume,1.7 oz,4.0,38,6400,105.0,No,No,No
213,CHANEL,Perfume Gift Sets,no size,5.0,2,2000,190.0,Yes,No,Yes
214,CHANEL,Perfume,0.25 oz,3.5,7,4300,130.0,No,No,No
215,CHANEL,Cologne Gift Sets,3 x 0.70 oz/ 20 mL,4.0,6,1500,105.0,No,No,Yes
216,CHANEL,Perfume Gift Sets,no size,4.0,2,3600,172.0,No,No,No
217,CHANEL,Perfume,1.7 oz/ 50 mL,4.5,55,8800,85.0,No,No,No
218,CHANEL,Perfume,1.7 oz,5.0,13,2300,85.0,No,No,No
219,CHANEL,Perfume Gift Sets,no size,5.0,2,912,172.0,Yes,No,No
220,CHANEL,Perfume,0.18 oz,2.5,6,1300,70.0,Yes,No,Yes
221,CHANEL,Perfume,5 oz/ 150 mL,5.0,2,1400,60.0,Yes,No,No
222,Chloé,Perfume,2.5 oz/ 75 mL,4.5,1000,89000,132.0,No,No,No
223,Chloé,Perfume,2.5 oz/ 75 mL,4.5,467,28500,125.0,No,No,No
224,Chloé,Perfume,2.5 oz/ 75 mL,4.0,258,14300,132.0,No,No,No
225,Chloé,Perfume,2.5 oz/ 75 mL,4.5,194,13100,132.0,No,No,No
226,Chloé,Perfume Gift Sets,no size,3.0,13,4600,29.0,No,No,Yes
227,Chloé,Perfume,3.4 oz/ 100 mL,4.0,326,1600,119.0,No,No,No
228,Chloé,Perfume,2.5 oz/ 74 mL,4.0,62,6500,132.0,No,No,No
229,Chloé,Perfume,2.5 oz/ 75 mL,4.0,210,543,142.0,Yes,No,No
230,Chloé,Perfume,2.5 oz/ 75 mL,4.5,20,2800,145.0,No,No,Yes
231,Chloé,Perfume,1.7oz/50mL,4.0,84,896,95.0,No,No,No
232,Chloé,Perfume,2.5 oz/ 75 mL,4.5,28,1800,132.0,No,No,No
233,Chloé,Perfume,2.5 oz/ 74 mL,5.0,4,1900,115.0,No,No,No
234,Chloé,Perfume,2.5 oz/ 74 mL,4.5,7,1800,115.0,No,No,No
235,CLEAN RESERVE,Perfume,3.4 oz/ 100 mL,4.5,22,1100,98.0,No,Yes,Yes
236,CLEAN RESERVE,Perfume,3.4 oz/ 100 mL,4.5,135,5400,98.0,No,Yes,No
237,CLEAN RESERVE,Fragrance,5 x 0.17oz/ 5 mL,0.0,0,1300,48.0,No,Yes,No
238,CLEAN RESERVE,Perfume,3.4 oz/ 101 mL,4.5,105,5400,98.0,No,No,No
239,CLEAN RESERVE,Perfume,3.4 oz/ 100 mL,4.5,87,5500,98.0,No,No,No
240,CLEAN RESERVE,Fragrance,0.34 oz/ 10 mL,5.0,6,1700,28.0,No,Yes,No
241,CLEAN RESERVE,Perfume,3.4oz/100mL,4.0,49,2600,98.0,No,Yes,No
242,CLEAN RESERVE,Perfume,3.4 oz/ 101 mL,3.0,207,2900,98.0,No,No,No
243,CLEAN RESERVE,Perfume,1oz/30mL ,4.5,318,10300,44.0,No,No,No
244,CLEAN RESERVE,Perfume,2oz/60mL,4.0,533,10100,74.0,No,No,No
245,CLEAN RESERVE,Perfume,3.4 oz/ 100 mL,4.0,115,3500,98.0,No,No,No
246,CLEAN RESERVE,Perfume,3.4 oz/ 100 mL,4.5,61,4600,98.0,No,No,No
247,CLEAN RESERVE,Perfume,2oz/60mL ,4.0,128,4900,74.0,No,No,No
248,CLEAN RESERVE,Perfume,2oz/60mL,4.0,117,5500,74.0,No,No,No
249,CLEAN RESERVE,Perfume,3.4 oz/ 101 mL,4.0,116,3500,98.0,No,No,No
