,brand,category,size,rating,number_of_reviews,love,price,online_only,exclusive,limited_edition
741,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,37,2900,77.0,No,Yes,No
742,PINROSE,Perfume,1.7 oz/ 50 mL,4.5,13,3200,48.0,No,Yes,No
743,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,73,4400,77.0,No,Yes,No
744,PINROSE,Perfume,0.27 oz/ 8 mL,5.0,1,294,27.0,No,No,No
745,PINROSE,Perfume,0.27 oz/ 8 mL,5.0,2,244,27.0,No,No,No
746,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,39,2800,77.0,No,Yes,No
747,PINROSE,Perfume,1.7 oz/ 50 mL,4.0,20,1700,77.0,No,Yes,No
748,Prada,Perfume,2.7 oz/ 80 mL,4.0,1000,45200,126.0,No,No,No
749,Prada,Cologne,3.4 oz/ 100 mL,5.0,55,3400,94.0,No,No,No
750,Prada,Cologne,5 oz/ 150 mL,5.0,152,5200,112.0,No,No,No
751,Prada,Cologne,3.4 oz/ 101 mL,5.0,34,1800,102.0,No,No,No
752,Prada,Cologne,3.4 oz/ 100 mL,5.0,101,3500,94.0,No,No,No
753,Prada,Perfume,1oz/ 30mL,4.0,20,1900,76.0,No,No,No
754,Prada,Perfume,2.7 oz/ 80 mL,4.5,101,8400,126.0,No,No,No
755,Prada,Perfume,2.7 oz/ 80 mL,3.5,87,5200,126.0,No,Yes,No
756,Prada,Cologne,1.7 oz/ 50 mL,4.5,98,1800,74.0,No,No,No
757,Prada,Perfume,2.7 oz/ 80 mL,4.5,116,7400,102.0,No,No,No
758,Prada,Perfume,2.7 oz/ 80 mL,4.0,150,8300,102.0,No,No,No
759,Prada,Perfume,2.7 oz/ 80 mL,4.5,214,6500,126.0,No,No,No
760,Prada,Perfume Gift Sets,no size,4.0,5,3100,30.0,No,No,Yes
761,Prada,Perfume Gift Sets,no size,5.0,1,591,78.0,No,Yes,Yes
762,Prada,Cologne,3.4 oz/ 100 mL,5.0,28,951,98.0,No,No,No
763,rag & bone,Perfume,1.7 oz/ 50 mL,5.0,5,746,150.0,No,Yes,No
764,rag & bone,Perfume,1.7 oz/ 50 mL,4.5,7,434,150.0,No,Yes,No
765,rag & bone,Perfume,1.7 oz/ 50 mL,4.0,6,934,150.0,No,Yes,No
766,rag & bone,Perfume,1.7 oz/ 50 mL,3.5,4,564,150.0,No,Yes,No
767,rag & bone,Perfume,1.7 oz/ 50 mL,3.5,3,289,150.0,No,Yes,No
768,rag & bone,Perfume,1.7 oz/ 50 mL,3.0,2,596,150.0,No,Yes,No
769,Ralph Lauren,Cologne,2.5 oz/ 75 mL,5.0,84,4300,70.0,No,No,No
770,Ralph Lauren,Perfume Gift Sets,no size,0.0,0,274,106.0,Yes,No,Yes
771,Ralph Lauren,Perfume,3.4 oz/ 100 mL,4.5,490,2100,98.0,No,No,No
772,Ralph Lauren,Perfume Gift Sets,no size,4.0,2,1900,25.0,No,No,Yes
773,Ralph Lauren,Cologne,2.5 oz/ 74 mL,4.5,613,1200,77.0,No,No,No
774,Ralph Lauren,Cologne,2.5 oz,5.0,114,3100,70.0,No,No,No
775,Ralph Lauren,Cologne,4.2 oz/ 125 mL,4.5,276,146,105.0,No,No,No
776,Ralph Lauren,Perfume,3.4 oz/ 100 mL,4.5,531,14400,82.0,No,No,No
777,Ralph Lauren,Cologne,2.5 oz/ 75 mL,4.5,173,2800,70.0,No,No,No
778,Ralph Lauren,Cologne,2.5 oz,4.5,15,937,56.0,No,No,No
779,Ralph Lauren,Perfume,3.4 oz/ 100 mL,4.0,6,1200,98.0,No,No,No
780,Ralph Lauren,Cologne,2 oz/ 60 mL,4.5,48,1000,72.0,No,No,No
781,Ralph Lauren,Cologne Gift Sets,no size,0.0,0,56,98.0,Yes,No,No
782,Ralph Lauren,Perfume,1 oz/ 30 mL,4.5,20,2700,48.0,No,No,No
783,Ralph Lauren,Cologne Gift Sets,no size,0.0,0,12,112.0,Yes,No,No
784,Ralph Lauren,Cologne,2.5 oz/ 75 mL,4.5,224,694,75.0,No,No,No
785,Ralph Lauren,Cologne,2.5 oz/ 75 mL,5.0,5,531,70.0,No,No,No
786,Ralph Lauren,Cologne,2.5 oz,4.5,39,1500,68.0,No,No,No
787,Ralph Lauren,Cologne,4.2 oz/ 125 mL,4.5,246,353,90.0,No,No,No
788,Ralph Lauren,Cologne,4.2 oz/ 125 mL,4.5,4,434,85.0,No,No,No
789,Ralph Lauren,Cologne,2.5oz/75mL,5.0,3,260,77.0,No,No,Yes
790,Ralph Lauren,Cologne Gift Sets,no size,0.0,0,70,99.0,Yes,No,No
791,Sephora Favorites,Perfume Gift Sets,no size,4.0,69,20800,65.0,No,Yes,Yes
792,Sephora Favorites,Cologne Gift Sets,no size,5.0,2,1100,68.0,No,Yes,Yes
793,Sephora Favorites,Perfume Gift Sets,no size,5.0,11,5000,25.0,No,Yes,No
794,Sephora Favorites,Perfume Gift Sets,no size,5.0,2,4400,75.0,No,Yes,No
795,Sephora Favorites,Perfume Gift Sets,no size,4.0,16,3000,68.0,No,Yes,No
796,Sephora Favorites,Perfume Gift Sets,no size,4.0,3,792,75.0,No,Yes,Yes
797,Sephora Favorites,Perfume Gift Sets,no size,3.5,23,7900,65.0,No,Yes,Yes
798,SKYLAR,Perfume Gift Sets,no size,3.5,50,4000,29.0,No,No,Yes
799,SKYLAR,Perfume,1.7 fl oz / 50mL,4.0,20,1200,78.0,No,No,No
800,SKYLAR,Perfume,1.7 oz/ 50 mL,5.0,103,454,78.0,No,No,No
801,SKYLAR,Perfume,1.7 fl oz / 50mL,4.0,11,778,78.0,No,No,No
802,SKYLAR,Fragrance,0.33 oz/ 10 mL,5.0,1,0,29.0,No,No,No
803,SKYLAR,Perfume,1.7 fl oz / 50mL,5.0,9,525,78.0,No,No,No
804,SKYLAR,Perfume,0.33 fl oz/ 10mL,5.0,3,763,29.0,No,No,No
805,SKYLAR,Perfume,1.7 fl oz / 50mL,4.5,3,477,78.0,No,No,No
806,SKYLAR,Perfume,1.7 fl oz / 50mL,5.0,9,343,78.0,No,No,No
807,SKYLAR,Perfume,1.7 fl oz / 50mL,4.5,6,345,78.0,No,No,No
808,SKYLAR,Perfume,0.33 fl oz/ 10mL,5.0,2,410,29.0,No,No,No
809,SKYLAR,Perfume,0.33 fl oz/ 10mL,4.5,6,341,29.0,No,No,No
810,SKYLAR,Perfume,0.33 fl oz/ 10mL,5.0,1,284,29.0,No,No,No
811,SKYLAR,Perfume,0.33 fl oz/ 10mL,4.5,3,362,29.0,No,No,No
812,Sol de Janeiro,Perfume,1.7 oz/ 50 mL,3.5,59,12400,78.0,No,Yes,No
813,Sol de Janeiro,Fragrance,3.04 oz/ 90 mL,4.5,393,32500,19.0,No,No,No
814,TOCCA,Perfume,1.7 oz/ 50 mL,4.5,531,16800,76.0,No,No,No
815,TOCCA,Perfume,1.7 oz/ 50 mL,4.5,420,10300,76.0,No,No,No
816,TOCCA,Perfume,1.7 oz/ 50 mL,4.5,531,14900,76.0,No,No,No
817,TOCCA,Perfume,1.7 oz/ 50 mL,4.5,416,10900,76.0,No,No,No
818,TOCCA,Fragrance,8 x 0.05 oz/ 1.5 mL,0.0,0,513,20.0,No,No,Yes
819,TOCCA,Fragrance,6 x 0.17oz/ 5 mL,0.0,0,497,48.0,No,No,Yes
820,TOCCA,Perfume,1.7 oz/ 50 mL,4.5,194,7200,76.0,No,No,No
821,TOCCA,Perfume Gift Sets,no size,4.5,3,867,18.0,No,No,Yes
822,TOCCA,Perfume,1.7 oz/ 50 mL,4.5,155,7500,76.0,No,No,No
823,TOCCA,Perfume,1.7oz/50mL,4.0,45,3500,76.0,No,No,No
824,TOCCA,Perfume,1.7 oz/ 50 mL,4.0,51,2600,76.0,No,No,No
825,TOCCA,Perfume Gift Sets,no size,4.0,1,350,35.0,No,Yes,Yes
826,TOCCA,Perfume,1.7 oz/ 50 mL,4.5,159,5600,76.0,No,No,No
827,TOCCA,Perfume Gift Sets,3 x 0.17oz/5mL,3.5,9,2500,25.0,No,No,Yes
828,TOCCA,Perfume Gift Sets,no size,3.0,5,1800,20.0,No,No,Yes
829,TokyoMilk,Perfume,1.6 oz,4.0,76,2300,42.0,No,No,No
830,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,87,12400,240.0,No,No,No
831,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,132,18000,240.0,No,No,No
832,TOM FORD,Perfume,1.7 oz/ 50 mL,3.5,94,12200,335.0,Yes,No,No
833,TOM FORD,Perfume,1.7oz/ 50mL,4.5,1000,32100,128.0,No,No,No
834,TOM FORD,Perfume,1.7 oz/ 50 mL,4.0,161,15600,240.0,No,No,No
835,TOM FORD,Perfume,1.7 oz/ 50 mL,3.5,20,4300,335.0,No,No,No
836,TOM FORD,Perfume,1.7 oz/ 50 mL,3.5,223,11400,240.0,No,No,No
837,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,93,7100,128.0,No,No,No
838,TOM FORD,Perfume,1.7oz/ 50mL,4.0,60,8400,335.0,No,No,No
839,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,17,3700,240.0,No,No,No
840,TOM FORD,Perfume,1 oz/ 30 mL,4.0,118,9500,90.0,No,Yes,No
841,TOM FORD,Cologne,3.4 oz/ 100 mL,4.5,60,3800,180.0,No,No,No
842,TOM FORD,Perfume,1.7 oz/ 50 mL,4.0,23,3300,240.0,No,No,No
843,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,271,13200,128.0,No,No,No
844,TOM FORD,Perfume,1.7 oz/ 50 mL,4.0,30,4000,240.0,No,No,No
845,TOM FORD,Cologne,1.7 oz/ 50 mL,5.0,11,1300,240.0,No,No,No
846,TOM FORD,Perfume,3.4 oz/ 100 mL,3.5,171,2900,195.0,No,No,No
847,TOM FORD,Perfume,1.7 oz/ 50 mL,4.0,34,5300,240.0,No,No,No
848,TOM FORD,Perfume,0.33 oz/10 mL,4.0,25,3400,49.0,No,Yes,No
849,TOM FORD,Cologne,1.7 oz/ 50 mL,4.5,62,2500,128.0,No,No,No
850,TOM FORD,Perfume,0.33 oz/ 10 mL,3.0,1,755,60.0,No,No,No
851,TOM FORD,Perfume,1.7 oz/ 50 mL,3.5,81,3500,128.0,No,No,No
852,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,34,5600,240.0,No,No,No
853,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,187,9800,128.0,No,No,No
854,TOM FORD,Perfume,1.7 oz/ 50 mL,4.0,200,4900,128.0,No,No,No
855,TOM FORD,Cologne,1.7 oz/ 50 mL,5.0,1,394,128.0,No,No,No
856,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,32,5700,240.0,No,No,No
857,TOM FORD,Perfume,1.7oz/ 50mL,4.5,7,811,128.0,No,No,No
858,TOM FORD,Perfume,0.34 oz / 10 mL,4.0,13,1900,49.0,No,Yes,No
859,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,8,1700,240.0,No,No,No
860,TOM FORD,Perfume,5 oz/ 150 mL,4.0,18,3100,70.0,No,No,No
861,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,29,4400,240.0,No,No,No
862,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,8,1800,240.0,No,No,No
863,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,18,2400,128.0,No,No,No
864,TOM FORD,Cologne,1.7 oz/ 50 mL,4.5,85,1600,110.0,No,No,No
865,TOM FORD,Perfume,1.7 oz/ 50 mL,4.0,9,1200,240.0,No,No,No
866,TOM FORD,Perfume,3.4 oz/ 100 mL,4.5,22,6200,325.0,No,No,No
867,TOM FORD,Perfume,1.7oz/50mL,0.0,0,195,240.0,No,No,No
868,TOM FORD,Perfume,3.4 oz/100mL,5.0,2,630,180.0,No,No,No
869,TOM FORD,Perfume,0.33 oz/10 mL,4.5,11,1900,49.0,No,Yes,No
870,TOM FORD,Perfume,5 oz/ 150 mL,5.0,2,701,49.0,No,No,No
871,TOM FORD,Perfume,1.7oz/50mL,4.0,16,1500,335.0,No,No,No
872,TOM FORD,Perfume Gift Sets,0.34 oz/10 mL & 1.7 oz/50 mL,0.0,0,92,128.0,Yes,No,Yes
873,TOM FORD,Perfume,1.7 oz/ 50 mL,4.0,8,2700,240.0,No,No,No
874,TOM FORD,Perfume,1.7 oz/ 50 mL,5.0,18,2400,240.0,No,No,No
875,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,19,2200,240.0,Yes,No,No
876,TOM FORD,Perfume,1.7 oz/ 50 mL,4.0,53,3000,110.0,No,No,No
877,TOM FORD,Perfume,1.7oz/ 50mL,3.5,11,2000,240.0,No,No,No
878,TOM FORD,Perfume,1.7 oz/ 50 mL,4.5,17,1800,240.0,No,No,No
879,TOM FORD,Cologne,5 oz/ 150 mL,5.0,1,143,49.0,No,No,No
880,TOM FORD,Perfume,5 oz/ 150 mL,5.0,7,1400,70.0,No,No,No
881,TOM FORD,Perfume,5.0 oz/ 150 mL,4.0,3,468,70.0,No,No,No
882,TOM FORD,Perfume,5 oz/ 150 mL,5.0,5,1000,70.0,No,No,No
883,TOM FORD,Cologne,1.7 oz / 50 mL,5.0,4,558,240.0,No,No,No
884,TOM FORD,Perfume,1.7 oz/ 50 mL,5.0,6,618,235.0,No,No,No
885,TOM FORD,Perfume,3.4 oz/100mL,4.5,2,319,180.0,No,No,No
886,TOM FORD,Perfume,1.7 oz/ 50 mL,4.0,26,2700,240.0,No,No,No
887,TOM FORD,Perfume,1.7 oz/ 50 mL,4.0,16,1700,125.0,No,No,No
888,TOM FORD,Perfume,0.33 oz/ 10 mL,3.5,4,953,60.0,No,No,No
889,TOM FORD,Perfume,0.33 oz/10 ml,4.0,6,974,49.0,No,No,No
890,TOM FORD,Perfume,1.7 oz/ 50 mL,5.0,7,1400,240.0,No,No,No
891,TOM FORD,Cologne,1.7 oz/ 50 mL,5.0,2,346,335.0,Yes,No,No
892,TOM FORD,Cologne,1.7 oz/50mL,5.0,1,182,335.0,No,No,No
893,TOM FORD,Cologne,1.7 oz/ 50 mL,4.5,12,1300,97.0,No,No,No
894,TOM FORD,Cologne,1.7 oz/ 50 mL,4.5,5,515,122.0,No,No,No
895,TOM FORD,Perfume,1.7 oz/ 50 mL,2.5,3,244,70.0,Yes,No,No
896,Tory Burch,Perfume,1.7 oz/ 50 mL,4.0,442,22100,100.0,No,No,No
897,Tory Burch,Perfume,3.4 oz/ 100 mL,4.0,147,6500,130.0,No,No,No
898,Tory Burch,Perfume Gift Sets,no size,4.5,9,3800,22.0,No,Yes,Yes
899,Tory Burch,Perfume,3.4 oz/ 100 mL,4.5,21,2000,130.0,No,No,No
900,Tory Burch,Perfume,0.2 oz/ 6 mL,4.5,9,1100,30.0,No,Yes,No
901,Tory Burch,Perfume,3.4oz/100mL,4.0,12,654,120.0,No,No,No
902,Valentino,Perfume,1.7 oz/ 50 mL,5.0,428,9700,100.0,No,No,No
903,Valentino,Perfume Gift Sets,no size,5.0,7,1100,148.0,No,No,No
904,Versace,Perfume,3 oz/ 90 mL,4.5,1000,90200,95.0,No,No,No
905,Versace,Perfume Gift Sets,no size,4.5,6,3400,49.0,Yes,Yes,Yes
906,Versace,Cologne,6.7 oz/ 200 mL,4.5,322,19500,118.0,No,No,No
907,Versace,Cologne,6.7 oz/ 200 mL,5.0,288,8300,115.0,No,No,No
908,Versace,Cologne,6.7 oz/ 200 mL,4.5,118,7800,118.0,No,No,No
909,Versace,Perfume,1.7 oz/ 50 mL,4.0,173,15100,92.0,No,No,No
910,Versace,Fragrance,no size,0.0,0,846,18.0,Yes,Yes,Yes
911,Versace,Cologne,6.7 oz/ 200 mL,5.0,296,7200,115.0,No,No,No
912,Versace,Perfume,3 oz/ 90 mL,4.5,144,10100,115.0,Yes,No,No
913,Versace,Perfume,0.34 oz/ 10 mL,5.0,61,12100,30.0,No,Yes,Yes
914,Versace,Perfume,1 oz/ 30 mL,4.5,274,14500,60.0,No,No,No
915,Versace,Perfume,3.4 oz/ 100 mL,4.5,205,13200,125.0,No,No,No
916,Versace,Cologne,1.7 oz/ 50 mL,4.5,34,1600,80.0,No,No,No
917,Versace,Perfume,3 oz/ 90 mL,4.5,125,7200,95.0,No,No,No
918,Versace,Cologne Gift Sets,no size,5.0,1,124,107.0,Yes,No,No
919,Versace,Perfume,0.34 oz/ 10 mL,4.5,27,5800,32.0,No,No,No
920,Versace,Perfume,0.34 oz/ 10 mL,5.0,8,3400,32.0,No,No,No
921,Versace,Perfume,.33oz/10mL,5.0,5,1000,30.0,No,No,No
922,Versace,Perfume,3.4 oz/ 100 mL,5.0,38,4300,99.0,No,No,No
923,Versace,Perfume Gift Sets,no size,0.0,0,184,78.0,Yes,No,No
924,Viktor&Rolf,Perfume,3.4 oz/ 100 mL,4.5,4000,144700,165.0,No,No,No
925,Viktor&Rolf,Cologne,1.7 oz/ 50 mL,4.5,473,14100,92.0,No,No,No
926,Viktor&Rolf,Perfume Gift Sets,no size,5.0,2,753,125.0,No,No,No
927,Viktor&Rolf,Perfume,1.7 oz/ 50 mL,4.5,216,19100,98.0,No,No,No
928,Viktor&Rolf,Perfume,3.4 oz/ 100 mL,4.5,167,552,165.0,No,No,No
929,Viktor&Rolf,Perfume,1.7 oz/ 50 mL,4.5,189,17700,120.0,No,No,No
930,Viktor&Rolf,Cologne,3.04 oz/ 90 mL,5.0,26,1800,120.0,No,No,No
931,Viktor&Rolf,Cologne,3.04 oz/ 90mL,4.5,18,1100,105.0,No,No,No
932,Viktor&Rolf,Perfume,1.7oz/50mL,4.5,182,6500,115.0,No,No,No
933,Viktor&Rolf,Perfume Gift Sets,no size,5.0,1,104,130.0,No,No,No
934,Viktor&Rolf,Perfume Gift Sets,no size,4.5,7,2700,65.0,No,No,Yes
935,Viktor&Rolf,Fragrance,0.33 oz/ 10 mL,0.0,0,441,32.0,No,Yes,No
936,Viktor&Rolf,Perfume,2.5oz/75mL,4.0,90,4200,145.0,No,No,No
937,Viktor&Rolf,Perfume,2.5 oz/ 75 mL,4.5,39,2200,145.0,No,No,No
938,Viktor&Rolf,Perfume,1.7 oz/ 50 mL,4.0,90,7700,95.0,No,No,No
939,Viktor&Rolf,Perfume Gift Sets,no size,4.5,10,1900,135.0,Yes,Yes,Yes
940,Viktor&Rolf,Perfume,2.5 oz/ 75 mL,3.5,75,2500,145.0,No,No,No
941,Viktor&Rolf,Perfume Gift Sets,7 x 0.04 oz/ 1.2 mL,3.5,8,1500,25.0,No,Yes,No
942,Viktor&Rolf,Perfume,2.5 oz/ 75 mL,4.0,12,1200,145.0,Yes,No,No
943,Viktor&Rolf,Cologne Gift Sets,no size,0.0,0,134,150.0,Yes,No,Yes
944,Viktor&Rolf,Perfume,2.5 oz/ 75 mL,3.5,13,1400,145.0,No,No,No
945,Viktor&Rolf,Perfume,2.5 oz/ 75 mL,4.0,32,3500,145.0,No,No,No
946,Viktor&Rolf,Perfume,2.5 oz/ 75mL,4.0,4,458,145.0,Yes,No,No
947,Viktor&Rolf,Perfume,2.5 oz/ 75 mL,3.5,5,1300,145.0,Yes,No,No
948,Yves Saint Laurent,Perfume,3 oz/ 90 mL,4.5,5000,105300,124.0,No,No,No
949,Yves Saint Laurent,Perfume,1.7 oz/ 50 mL,4.5,343,19200,104.0,No,No,No
950,Yves Saint Laurent,Perfume Gift Sets,2 x 0.25 oz/ 7.5 mL,4.5,45,29000,29.0,No,Yes,Yes
951,Yves Saint Laurent,Perfume,1.6 oz/ 47 mL,4.5,638,43700,97.0,No,No,No
952,Yves Saint Laurent,Cologne,2 oz/ 60 mL,5.0,864,16100,74.0,No,No,No
953,Yves Saint Laurent,Cologne,3.4 oz/ 100 mL,4.5,34,3700,120.0,No,No,No
954,Yves Saint Laurent,Cologne,3.3 oz/ 100 mL,4.5,147,7000,95.0,No,No,No
955,Yves Saint Laurent,Cologne,3.3 oz/ 100 mL,5.0,286,7000,95.0,No,No,No
956,Yves Saint Laurent,Perfume,3.04 oz/ 90 mL,4.5,32,4600,102.0,No,No,No
957,Yves Saint Laurent,Perfume Gift Sets,no size,4.0,14,7400,35.0,No,Yes,Yes
958,Yves Saint Laurent,Perfume Gift Sets,no size,0.0,0,466,68.0,No,Yes,No
959,Yves Saint Laurent,Perfume,3.04 oz/ 90 mL,0.0,0,388,128.0,No,No,No
960,Yves Saint Laurent,Perfume,2.5 oz/ 75 mL,4.5,168,2600,112.0,No,Yes,No
961,Yves Saint Laurent,Perfume,1 oz,4.5,164,4200,62.0,No,No,No
962,Yves Saint Laurent,Cologne,2.0 oz,5.0,23,1600,80.0,No,No,No
963,Yves Saint Laurent,Perfume,1oz / 30 mL,5.0,16,2600,74.0,No,No,No
964,Yves Saint Laurent,Cologne,2.0 oz/ 60 mL,5.0,36,285,77.0,No,No,No
965,Yves Saint Laurent,Cologne,2 oz/ 60 mL,4.5,101,1100,74.0,No,No,No
966,Yves Saint Laurent,Cologne Gift Sets,3.3 oz/ 100mL & 0.3 oz/ 10 mL,5.0,2,443,95.0,No,No,No
967,Yves Saint Laurent,Perfume Gift Sets,1 oz/ 30 mL & 3 oz/ 90 mL,5.0,2,1600,150.0,No,No,No
968,Yves Saint Laurent,Perfume,1.6 oz/ 50 mL,4.5,260,11200,94.0,No,Yes,No
969,Yves Saint Laurent,Perfume Gift Sets,1 oz/ 30 mL & 3 oz/ 90 mL,5.0,5,1600,150.0,No,No,No
970,Yves Saint Laurent,Cologne,3.3 oz/ 100 mL,4.5,78,2300,108.0,No,No,No
971,Yves Saint Laurent,Perfume,1.6 oz/ 50 mL,4.5,31,3100,97.0,No,No,No
972,Yves Saint Laurent,Perfume Gift Sets,no size,5.0,5,1600,78.0,No,No,No
973,Yves Saint Laurent,Cologne Gift Sets,no size,0.0,0,190,140.0,No,No,Yes
974,Yves Saint Laurent,Perfume,1 oz,4.5,666,10200,39.0,No,No,No
975,Yves Saint Laurent,Perfume,1.6oz/50mL,4.5,185,6200,94.0,No,Yes,Yes
976,Yves Saint Laurent,Cologne Gift Sets,no size,0.0,0,169,115.0,No,No,Yes
977,Yves Saint Laurent,Perfume Gift Sets,no size,5.0,3,2100,78.0,No,No,Yes
978,Yves Saint Laurent,Cologne,3.3 oz/ 100 mL,5.0,1,187,55.0,Yes,No,No
979,Yves Saint Laurent,Perfume Gift Sets,no size,5.0,1,1100,115.0,No,Yes,Yes
980,Yves Saint Laurent,Perfume,1.6 oz/ 50 mL,4.5,15,1900,87.0,No,No,No
981,The 7 Virtues,Perfume,1.7 oz/ 50 mL,4.5,213,8400,79.0,No,Yes,No
982,The 7 Virtues,Perfume Gift Sets,no size,4.5,139,9100,29.0,No,Yes,No
983,The 7 Virtues,Perfume,1.7 oz/ 50 mL,5.0,29,1300,79.0,No,Yes,No
984,The 7 Virtues,Perfume,1.7 oz/ 50 mL,4.5,50,718,79.0,No,Yes,No
985,The 7 Virtues,Perfume,1.7 oz/ 50 mL,4.5,38,1800,79.0,No,Yes,No
986,The 7 Virtues,Perfume,1.7 oz/ 50 mL,5.0,31,1700,79.0,No,Yes,No
987,The 7 Virtues,Perfume,1.7 oz/ 50 mL,4.5,44,1900,79.0,No,Yes,No
988,The 7 Virtues,Perfume,1.7 oz/ 50 mL,4.5,34,1500,79.0,No,Yes,No
989,The 7 Virtues,Perfume,1.7 oz/ 50 mL,5.0,22,955,79.0,No,Yes,No
990,SEPHORA COLLECTION,Perfume,no size,4.0,56,5500,17.0,No,Yes,No
